,dates,weights
52,2009-06-01,"[0.03755671 0.01736248 0.01603592 0.04229987 0.0169878  0.03909079
 0.04102546 0.04006582 0.01742932 0.03843069 0.04004575 0.03989715
 0.04040146 0.01545819 0.03857956 0.04172149 0.03282718 0.01500554
 0.03085553 0.04176737 0.04392261 0.01815959 0.03964456 0.0160489
 0.01626934 0.03758083 0.03757851 0.03851494 0.04144315 0.01630615
 0.03566797 0.01601936]"
53,2009-06-02,"[0.03868802 0.01813313 0.0152906  0.04226413 0.01569623 0.03792556
 0.04711536 0.03984132 0.01732923 0.03890837 0.03968692 0.0408306
 0.04063135 0.01700836 0.03842179 0.04157037 0.03341895 0.01509615
 0.03053427 0.0405472  0.04448255 0.01861156 0.03701851 0.01456868
 0.01616141 0.03636138 0.03782646 0.03770464 0.04235646 0.01540201
 0.03568983 0.0148786 ]"
54,2009-06-03,"[0.03960806 0.01819601 0.01595181 0.04124123 0.01705693 0.03810994
 0.04291939 0.040066   0.01687018 0.03900236 0.03930328 0.04186223
 0.04087671 0.01655547 0.03977546 0.04123571 0.03418104 0.01593149
 0.02998186 0.04094963 0.04086556 0.0191717  0.03898305 0.01532011
 0.01586458 0.03619748 0.03845759 0.03777942 0.04104986 0.01546364
 0.03559731 0.01557488]"
55,2009-06-04,"[0.03843281 0.01746304 0.01634823 0.0425512  0.01640053 0.03917757
 0.04189161 0.04038086 0.01729954 0.03914506 0.03860674 0.04300134
 0.04053247 0.01596731 0.03865992 0.04115454 0.03294674 0.01632391
 0.03053262 0.04053926 0.04072392 0.01860117 0.04270145 0.01572018
 0.01679536 0.03664032 0.03839864 0.03834056 0.03840402 0.01568695
 0.03452699 0.01610512]"
56,2009-06-05,"[0.03896381 0.0173422  0.01590025 0.0429603  0.01684855 0.03875136
 0.04171466 0.03980073 0.01708095 0.03999783 0.03872898 0.04133369
 0.04053395 0.01537693 0.03958904 0.0409667  0.03298998 0.01554876
 0.03018761 0.04159178 0.04465811 0.01880723 0.03769733 0.01565964
 0.01734903 0.03663189 0.03883537 0.03742351 0.03959919 0.01609788
 0.03528551 0.01574725]"
57,2009-06-08,"[0.03940503 0.01629032 0.01609175 0.04188436 0.01644493 0.03883202
 0.04037427 0.0406242  0.0177764  0.03866983 0.03899305 0.04175772
 0.04135694 0.01659638 0.03979114 0.04151618 0.03436259 0.01649144
 0.03102686 0.04154016 0.03809518 0.01885324 0.03956511 0.01601504
 0.01652852 0.03617069 0.03849873 0.04077125 0.03754035 0.01557271
 0.03634323 0.01622044]"
58,2009-06-09,"[0.0385525  0.01700309 0.01628894 0.04046463 0.01637342 0.03756928
 0.04186107 0.03997103 0.01757978 0.04093223 0.03941604 0.04129826
 0.04063534 0.01686078 0.03907432 0.04075244 0.03335277 0.01569095
 0.03165651 0.04113482 0.04067556 0.01850835 0.04075351 0.01595962
 0.01651418 0.03642021 0.03686468 0.04114033 0.03989274 0.01547571
 0.03481126 0.01651558]"
59,2009-06-10,"[0.03912047 0.01845923 0.01625372 0.04137458 0.01573321 0.03782915
 0.04159817 0.04021139 0.01781834 0.03931776 0.03816266 0.04087835
 0.04195677 0.01633078 0.03948613 0.04125685 0.03351868 0.01576815
 0.03145687 0.04022375 0.04195369 0.01884044 0.04124495 0.01547726
 0.01716483 0.03666124 0.03830927 0.03894737 0.03786903 0.01560886
 0.03540961 0.01575842]"
60,2009-06-11,"[0.03891985 0.01778883 0.0155315  0.03990277 0.01634421 0.0382455
 0.04437185 0.04094055 0.01814372 0.040645   0.03859748 0.04095807
 0.04093116 0.01649946 0.03958677 0.04210327 0.03430235 0.01591494
 0.03181087 0.04059567 0.04076077 0.01856815 0.03727115 0.01626955
 0.01592169 0.03721673 0.03732022 0.03899254 0.03787326 0.01590405
 0.03529813 0.01646999]"
61,2009-06-12,"[0.03932985 0.01797857 0.01530972 0.04227104 0.01574979 0.03878195
 0.04063194 0.04083876 0.01750571 0.03988813 0.03906902 0.04196874
 0.03980866 0.0158594  0.03918902 0.04176822 0.03373415 0.01612529
 0.03177001 0.04122762 0.04058336 0.01862899 0.03863568 0.01599797
 0.01586821 0.03647991 0.03827279 0.04125749 0.03773792 0.01582475
 0.0360276  0.01587982]"
62,2009-06-15,"[0.04005326 0.0172182  0.0156111  0.04080134 0.01686533 0.03769016
 0.04118647 0.04024195 0.01711695 0.04001135 0.03947264 0.04181392
 0.04129513 0.01590765 0.04012761 0.0415827  0.03358048 0.015796
 0.03121595 0.04030739 0.03993774 0.01869431 0.03910447 0.01584812
 0.01575313 0.03725603 0.0372663  0.04007642 0.04025655 0.01616335
 0.03557104 0.01617695]"
63,2009-06-16,"[0.03954215 0.01726611 0.01570025 0.04128119 0.01629953 0.03826433
 0.04238844 0.03994379 0.01786042 0.03914877 0.03912143 0.04240255
 0.04092444 0.01596331 0.03972371 0.04128708 0.03487535 0.01589686
 0.03082931 0.04036404 0.04083547 0.01857047 0.03880288 0.01548303
 0.01613033 0.03619284 0.03693087 0.03878076 0.04180426 0.01590608
 0.03583435 0.0156457 ]"
64,2009-06-17,"[0.03885316 0.01767648 0.01575077 0.04092919 0.01662162 0.03737248
 0.04321049 0.03933896 0.01799147 0.03814472 0.03965847 0.04009411
 0.04170732 0.01587985 0.03902666 0.04164233 0.03340898 0.01551751
 0.0313835  0.04106247 0.04089671 0.01868942 0.0397629  0.0155426
 0.01628113 0.03666128 0.0379342  0.03964328 0.04180367 0.01570172
 0.03565381 0.01615876]"
65,2009-06-18,"[0.03891068 0.01744058 0.01508874 0.04159605 0.01617799 0.03745325
 0.04048809 0.03977809 0.0176125  0.04077125 0.03950078 0.04244749
 0.04086183 0.01649695 0.03895776 0.0409629  0.03366353 0.01662814
 0.03091467 0.04033507 0.0410283  0.01999162 0.03877985 0.01545948
 0.01725449 0.03692252 0.03816088 0.03922645 0.03857742 0.01590856
 0.03651404 0.01609   ]"
